Category,ProductName,Location,Price,OverallRating,NumberSold,TotalReview,CustomerRating,CustomerReview,Sentiment,Emotion,PriceBinned,tokens,CleanReview,ReviewLength
Beauty,L'Oreal Paris Revitalift Crystal Purifying Micellar Water Oil Free - 400 ml,Kota Tangerang Selatan,130000,4.9,4615,2253,5,"Cepat meresap. packaging baik tidak bocor, pengiriman jg cepat, beli karena ntn live di tokped, thanks seller",Positive,Happy,High,"['cepat', 'meresap', 'packaging', 'tidak', 'bocor', 'pengiriman', 'cepat', 'beli', 'ntn', 'live', 'tokped', 'thanks', 'seller']",cepat meresap packaging baik tidak bocor pengiriman juga cepat beli karena ntn live di tokped thanks seller,17
Beauty,L'Oreal Paris Revitalift Crystal Purifying Micellar Water Oil Free - 400 ml,Kota Tangerang Selatan,130000,4.9,4615,2253,5,baru mau nyoba varian micelar water nya .. semoga cocok kayak varian micro essence nya loreal ini .. dapat harga diskon pulak .. makin cintaaa .. pengiriman juga aman dan tepat waktu .. terimakasih tokped dan loreal ??,Positive,Love,High,"['nyoba', 'varian', 'micelar', 'water', 'semoga', 'cocok', 'kayak', 'varian', 'micro', 'essence', 'loreal', 'harga', 'diskon', 'pulak', 'cinta', 'pengiriman', 'aman', 'terimakasih', 'tokped', 'loreal']",baru mau nyoba varian micelar water nya semoga cocok kayak varian micro essence nya loreal ini dapat harga diskon pulak makin cinta pengiriman juga aman dan tepat waktu terimakasih tokped dan loreal,32
Beauty,L'Oreal Paris Revitalift Crystal Purifying Micellar Water Oil Free - 400 ml,Kota Tangerang Selatan,130000,4.9,4615,2253,4,barang udah nyampe makasih gan,Positive,Happy,High,"['barang', 'udah', 'nyampe', 'makasih', 'gan']",barang udah nyampe makasih gan,5
Beauty,L'Oreal Paris Revitalift Crystal Purifying Micellar Water Oil Free - 400 ml,Kota Tangerang Selatan,130000,4.9,4615,2253,4,"Tepat waktu, harga cukup bersahabat & masih dpt bonus jg",Positive,Happy,High,"['harga', 'bersahabat', 'dpt', 'bonus']",tepat waktu harga cukup bersahabat masih dpt bonus juga,9
Beauty,Garnier Men Acno FIght Wasabi Foam 100ml (Twin Pack),Kota Tangerang Selatan,65000,4.9,6132,2354,5,mantap datang lengkap sesuai dengan orderan saya. dan saya puas belanja disini selama dapat cashback gede ??,Positive,Happy,Medium,"['mantap', 'lengkap', 'sesuai', 'orderan', 'puas', 'belanja', 'cashback', 'gede']",mantap datang lengkap sesuai dengan orderan saya dan saya puas belanja disini selama dapat cashback gede,16
Beauty,Garnier Men Acno FIght Wasabi Foam 100ml (Twin Pack),Kota Tangerang Selatan,65000,4.9,6132,2354,5,"BAGUUUSSSS PACKING RAPUI, CEPAT SAMPAI, TERIMAKASIH SELLER.... SUKSES SELALUU...",Positive,Love,Medium,"['bagus', 'packing', 'rapui', 'cepat', 'terimakasih', 'seller', 'sukses', 'selaluu']",bagus packing rapui cepat sampai terimakasih seller sukses selaluu,9
Beauty,Garnier Men Acno FIght Wasabi Foam 100ml (Twin Pack),Kota Tangerang Selatan,65000,4.9,6132,2354,5,Pengemasan rapi dan aman...hny pengiriman yg agak lewat krn sdh kemalaman jd tunggu berikutnya baru sampai tks,Positive,Happy,Medium,"['pengemasan', 'rapi', 'aman', 'hny', 'pengiriman', 'kemalaman', 'tunggu', 'tks']",pengemasan rapi dan aman hny pengiriman yang agak lewat karena sudah kemalaman jadi tunggu berikutnya baru sampai tks,18
Health,Masker Karet Medis 3ply All Black Onemed Box Isi 25,Jakarta Pusat,14000,4.9,7597,2099,5,"masker sudah sampai, sesuai pesanan. packing baik. sukses selalu kak. makasih",Positive,Happy,Low,"['masker', 'sesuai', 'pesanan', 'packing', 'sukses', 'kak', 'makasih']",masker sudah sampai sesuai pesanan packing baik sukses selalu kak makasih,11
Health,Masker Karet Medis 3ply All Black Onemed Box Isi 26,Jakarta Pusat,14000,4.9,7597,2099,5,"kiriman sdh sampai....proses n pengiriman cepat, barang bagus sesuai pesanan n packing rapih...terima kasih, kak",Positive,Happy,Low,"['kiriman', 'proses', 'n', 'pengiriman', 'cepat', 'barang', 'bagus', 'sesuai', 'pesanan', 'n', 'packing', 'rapih', 'terima', 'kasih', 'kak']",kiriman sudah sampai proses n pengiriman cepat barang bagus sesuai pesanan n packing rapih terima kasih kak,17
Health,Masker Karet Medis 3ply All Black Onemed Box Isi 27,Jakarta Pusat,14000,4.9,7597,2099,5,Barang ok.. pengiriman cepat.. packaging aman dan rapi,Positive,Happy,Low,"['barang', 'ok', 'pengiriman', 'cepat', 'packaging', 'aman', 'rapi']",barang ok pengiriman cepat packaging aman dan rapi,8
Health,Masker Karet Medis 3ply All Black Onemed Box Isi 28,Jakarta Pusat,14000,4.9,7597,2099,5,mantep pake segel.. asli..,Positive,Happy,Low,"['mantep', 'pake', 'segel', 'asli']",mantep pake segel asli,4
Health,Masker Karet Medis 3ply All Black Onemed Box Isi 29,Jakarta Pusat,14000,4.9,7597,2099,4,"selalu pilih daily masker onemed, tapi packing dan pengiriman harus lebih dipercepat lagi. top pokoknya. terimakasih",Positive,Happy,Low,"['pilih', 'daily', 'masker', 'onemed', 'packing', 'pengiriman', 'dipercepat', 'top', 'pokoknya', 'terimakasih']",selalu pilih daily masker onemed tapi packing dan pengiriman harus lebih dipercepat lagi top pokoknya terimakasih,16
Health,Masker Karet Medis 3ply All Black Onemed Box Isi 30,Jakarta Pusat,14000,4.9,7597,2099,4,lumayan Positive,Positive,Happy,Low,"['lumayan', 'positive']",lumayan positive,2
Health,10ml Lemongrass Essential Oil | Minyak Sereh Dapur 100% Murni,Kota Bandung,28000,4.9,3059,1288,5,pengiriman cepat kualitas barang bagus wanginya juga oke,Positive,Happy,Low,"['pengiriman', 'cepat', 'kualitas', 'barang', 'bagus', 'wanginya', 'ok']",pengiriman cepat kualitas barang bagus wanginya juga ok,8
Health,10ml Lemongrass Essential Oil | Minyak Sereh Dapur 100% Murni,Kota Bandung,28000,4.9,3059,1288,5,bagus barangnya,Positive,Happy,Low,"['bagus', 'barangnya']",bagus barangnya,2
Health,10ml Lemongrass Essential Oil | Minyak Sereh Dapur 100% Murni,Kota Bandung,28000,4.9,3059,1288,5,"Barang sesuai pesanan, diantar sesuai waktu yg dijanjikan, recommended seller!",Positive,Happy,Low,"['barang', 'sesuai', 'pesanan', 'diantar', 'sesuai', 'dijanjikan', 'recommended', 'seller']",barang sesuai pesanan diantar sesuai waktu yang dijanjikan recommended seller,10
Health,10ml Lemongrass Essential Oil | Minyak Sereh Dapur 100% Murni,Kota Bandung,28000,4.9,3059,1288,5,baunya sereh bangett.buat yg suka.cocok nihh..pengiriman rapih n aman.,Positive,Love,Low,"['baunya', 'sereh', 'bangett', 'suka', 'cocok', 'nihh', 'pengiriman', 'rapih', 'n', 'aman']",baunya sereh bangett buat yang suka cocok nihh pengiriman rapih n aman,12
Health,10ml Lemongrass Essential Oil | Minyak Sereh Dapur 100% Murni,Kota Bandung,28000,4.9,3059,1288,4,"kemasan rapih,pengiriman cepat,semoga cocok",Positive,Happy,Low,"['kemasan', 'rapih', 'pengiriman', 'cepat', 'semoga', 'cocok']",kemasan rapih pengiriman cepat semoga cocok,6
Health,10ml Lemongrass Essential Oil | Minyak Sereh Dapur 100% Murni,Kota Bandung,28000,4.9,3059,1288,4,"Penjual koperatif, pengiriman lmyn cpt, bau ny harum seperti di hotel",Positive,Happy,Low,"['penjual', 'koperatif', 'pengiriman', 'lmyn', 'cpt', 'bau', 'ny', 'harum', 'hotel']",penjual koperatif pengiriman lmyn cpt bau ny harum seperti di hotel,11
Health,Imboost Kids Syrup Daya Tahan Tubuh - 120ml,Jakarta Timur,65604,4.9,12300,4572,5,"Pengiriman cepat, packing aman.Produk disukai enak dan melengkapi asupan nutrisi yang diperlukan untuk pertumbuhan dan menjaga kesehatan.",Positive,Happy,Medium,"['pengiriman', 'cepat', 'packing', 'aman', 'produk', 'disukai', 'enak', 'melengkapi', 'asupan', 'nutrisi', 'pertumbuhan', 'menjaga', 'kesehatan']",pengiriman cepat packing aman produk disukai enak dan melengkapi asupan nutrisi yang diperlukan untuk pertumbuhan dan menjaga kesehatan,18
Health,Imboost Kids Syrup Daya Tahan Tubuh - 120ml,Jakarta Timur,65604,4.9,12300,4572,5,mantaap barang datang dengab cepat,Positive,Happy,Medium,"['mantaap', 'barang', 'dengab', 'cepat']",mantaap barang datang dengab cepat,5
Health,Imboost Kids Syrup Daya Tahan Tubuh - 120ml,Jakarta Timur,65604,4.9,12300,4572,5,"produk sudah di Terima dgn baik, exp aman masih jauh. thx soho",Positive,Happy,Medium,"['produk', 'terima', 'exp', 'aman', 'thx', 'soho']",produk sudah di terima dengan baik exp aman masih jauh thx soho,12
Health,Imboost Kids Syrup Daya Tahan Tubuh - 120ml,Jakarta Timur,65604,4.9,12300,4572,5,"barang sudah sampai, packing aman pke bublewrap, pengiriman cepat, pesan kmren pgi, tdi pgi udh datang lgi, kurir ramah dan langganan, terimakasih tokopedia",Positive,Happy,Medium,"['barang', 'packing', 'aman', 'pke', 'bublewrap', 'pengiriman', 'cepat', 'pesan', 'kmren', 'pgi', 'tdi', 'pgi', 'lgi', 'kurir', 'ramah', 'langganan', 'terimakasih', 'tokopedia']",barang sudah sampai packing aman pke bublewrap pengiriman cepat pesan kmren pgi tdi pgi sudah datang lgi kurir ramah dan langganan terimakasih tokopedia,23
Health,Imboost Kids Syrup Daya Tahan Tubuh - 120ml,Jakarta Timur,65604,4.9,12300,4572,5,"stok vitamin wajib di luar perMaduan ???? ikhtiar menjaga kesehatan. sempat ketar ketir karna packing hnya bubble wrap tnp dus/ air pouch, tp pas unboxing alhamdulillah aman semua, ED jauh. smp dlm keadaan selamat. thanks bgt seller ??????",Positive,Love,Medium,"['stok', 'vitamin', 'wajib', 'permaduan', 'ikhtiar', 'menjaga', 'kesehatan', 'ketar', 'ketir', 'karna', 'packing', 'hnya', 'bubble', 'wrap', 'tnp', 'dus', 'air', 'pouch', 'pas', 'unboxing', 'alhamdulillah', 'aman', 'ed', 'smp', 'dlm', 'selamat', 'thanks', 'banget', 'seller']",stok vitamin wajib di luar permaduan ikhtiar menjaga kesehatan sempat ketar ketir karna packing hnya bubble wrap tnp dus air pouch tapi pas unboxing alhamdulillah aman semua ed jauh smp dlm keadaan selamat thanks banget seller,36
Health,Imboost Kids Syrup Daya Tahan Tubuh - 120ml,Jakarta Timur,65604,4.9,12300,4572,4,alhamdulillah barang dtg dlam keadaan aman tidak pecah,Positive,Happy,Medium,"['alhamdulillah', 'barang', 'dtg', 'dlam', 'aman', 'tidak', 'pecah']",alhamdulillah barang dtg dlam keadaan aman tidak pecah,8
Health,Imboost Kids Syrup Daya Tahan Tubuh - 120ml,Jakarta Timur,65604,4.9,12300,4572,5,Tq paket na sudah sampe smoga soho sering2 promo ya ??,Positive,Happy,Medium,"['tq', 'paket', 'na', 'sampe', 'smoga', 'soho', 'promo']",tq paket na sudah sampe smoga soho sering promo ya,10
Health,Imboost Kids Syrup Daya Tahan Tubuh - 120ml,Jakarta Timur,65604,4.9,12300,4572,5,"baik, cepat pengiriman",Positive,Happy,Medium,"['cepat', 'pengiriman']",baik cepat pengiriman,3
Health,Imboost Tablet Daya Tahan Tubuh - 1 Strip @10 Tablet,Jakarta Timur,43000,4.9,33200,5597,5,"Produk mantap, sesuai deskripsi dan foto, seller garcep, tokopedia terbaik ????Mampir-mampir ke lapak kita juga ya gaes untuk produk BAGUS dengan harga SPESIAL lainnya ??",Positive,Happy,Medium,"['produk', 'mantap', 'sesuai', 'deskripsi', 'foto', 'seller', 'garcep', 'tokopedia', 'terbaik', 'mampir', 'mampir', 'lapak', 'gaes', 'produk', 'bagus', 'harga', 'spesial']",produk mantap sesuai deskripsi dan foto seller garcep tokopedia terbaik mampir mampir ke lapak kita juga ya gaes untuk produk bagus dengan harga spesial lainnya,25
Health,Imboost Tablet Daya Tahan Tubuh - 1 Strip @10 Tablet,Jakarta Timur,43000,4.9,33200,5597,5,"udah langgganan banget belanja imboost disini, semoga laris manis jualannya ya kak. terima kasih ????????????????????????",Positive,Love,Medium,"['udah', 'langanan', 'banget', 'belanja', 'imboost', 'semoga', 'laris', 'manis', 'jualannya', 'kak', 'terima', 'kasih']",udah langanan banget belanja imboost disini semoga laris manis jualannya ya kak terima kasih,14
Health,Imboost Tablet Daya Tahan Tubuh - 1 Strip @10 Tablet,Jakarta Timur,43000,4.9,33200,5597,5,Barang sesuai pesanan dan dikirim cepat,Positive,Happy,Medium,"['barang', 'sesuai', 'pesanan', 'dikirim', 'cepat']",barang sesuai pesanan dan dikirim cepat,6
Health,Imboost Tablet Daya Tahan Tubuh - 1 Strip @10 Tablet,Jakarta Timur,43000,4.9,33200,5597,5,original mantappss,Positive,Love,Medium,"['original', 'mantappss']",original mantappss,2
Health,Imboost Tablet Daya Tahan Tubuh - 1 Strip @10 Tablet,Jakarta Timur,43000,4.9,33200,5597,5,Kualitas produk sangat bagus.Respon penjual sangat cepat dan ramah.Pengiriman aman sampai tujuan.Terima kasih Tokopedia.,Positive,Happy,Medium,"['kualitas', 'produk', 'bagus', 'respon', 'penjual', 'cepat', 'ramah', 'pengiriman', 'aman', 'tujuan', 'terima', 'kasih', 'tokopedia']",kualitas produk sangat bagus respon penjual sangat cepat dan ramah pengiriman aman sampai tujuan terima kasih tokopedia,17
Health,Imboost Tablet Daya Tahan Tubuh - 1 Strip @10 Tablet,Jakarta Timur,43000,4.9,33200,5597,5,Barang diterima dengan baik. Terimakasihh ya... semoga bermanfaat.,Positive,Happy,Medium,"['barang', 'diterima', 'terimakasihh', 'semoga', 'bermanfaat']",barang diterima dengan baik terimakasihh ya semoga bermanfaat,8
Health,Imboost Tablet Daya Tahan Tubuh - 1 Strip @10 Tablet,Jakarta Timur,43000,4.9,33200,5597,5,Kualitas produk sangat bagus.Respon penjual sangat ramah.,Positive,Happy,Medium,"['kualitas', 'produk', 'bagus', 'respon', 'penjual', 'ramah']",kualitas produk sangat bagus respon penjual sangat ramah,8
Health,Imboost Tablet Daya Tahan Tubuh - 1 Strip @10 Tablet,Jakarta Timur,43000,4.9,33200,5597,5,Kirim Cepat Barang Ori Paking Rapi,Positive,Happy,Medium,"['kirim', 'cepat', 'barang', 'ori', 'paking', 'rapi']",kirim cepat barang ori paking rapi,6
Health,FLIMTY FIBER 2 BOX PELANGSING FREE ONGKIR SLIMMING - Blackcurrant,Jakarta Barat,580000,5.0,9852,5896,5,puas ini mao pesen lagi ya kak,Positive,Happy,High,"['puas', 'mao', 'pesen', 'kak']",puas ini mao pesen lagi ya kak,7
Health,FLIMTY FIBER 2 BOX PELANGSING FREE ONGKIR SLIMMING - Blackcurrant,Jakarta Barat,580000,5.0,9852,5896,5,kesekian kalinya pesen ini produk..sangat bagus untuk membantu proses diet..dan pengiriman sangat cepat.,Positive,Happy,High,"['kesekian', 'kalinya', 'pesen', 'produk', 'bagus', 'membantu', 'proses', 'diet', 'pengiriman', 'cepat']",kesekian kalinya pesen ini produk sangat bagus untuk membantu proses diet dan pengiriman sangat cepat,15
Health,FLIMTY FIBER 2 BOX PELANGSING FREE ONGKIR SLIMMING - Blackcurrant,Jakarta Barat,580000,5.0,9852,5896,5,"Pelayanan cepat, barang sesuai dan service bagus",Positive,Happy,High,"['pelayanan', 'cepat', 'barang', 'sesuai', 'service', 'bagus']",pelayanan cepat barang sesuai dan service bagus,7
Health,FLIMTY FIBER 2 BOX PELANGSING FREE ONGKIR SLIMMING - Blackcurrant,Jakarta Barat,580000,5.0,9852,5896,5,selalu terbaik. barang dan pelayannya memuaskan as always.,Positive,Happy,High,"['terbaik', 'barang', 'pelayannya', 'memuaskan', 'as', 'always']",selalu terbaik barang dan pelayannya memuaskan as always,8
Health,FLIMTY FIBER 2 BOX PELANGSING FREE ONGKIR SLIMMING - Blackcurrant,Jakarta Barat,580000,5.0,9852,5896,5,respon penjual cepat dan ramah,Positive,Happy,High,"['respon', 'penjual', 'cepat', 'ramah']",respon penjual cepat dan ramah,5
Health,FLIMTY FIBER 2 BOX PELANGSING FREE ONGKIR SLIMMING - Blackcurrant,Jakarta Barat,580000,5.0,9852,5896,5,"Suka banget sm Flimty krn membantu memperlancar BAB, Rasanya enak, mudah untuk dibawa, pengiriman cepat, penjual ramah, thank you kak. Semoga sukses usahanya :)",Positive,Love,High,"['suka', 'banget', 'sm', 'flimty', 'membantu', 'memperlancar', 'bab', 'enak', 'mudah', 'dibawa', 'pengiriman', 'cepat', 'penjual', 'ramah', 'thank', 'you', 'kak', 'semoga', 'sukses', 'usahanya']",suka banget sm flimty karena membantu memperlancar bab rasanya enak mudah untuk dibawa pengiriman cepat penjual ramah thank you kak semoga sukses usahanya,23
Health,FLIMTY FIBER 2 BOX PELANGSING FREE ONGKIR SLIMMING - Blackcurrant,Jakarta Barat,580000,5.0,9852,5896,5,"makasih seller.ramah, recomended seller. . tx u shakernya ya. bisa buat langganan nih.",Positive,Happy,High,"['makasih', 'seller', 'ramah', 'recomended', 'seller', 'tx', 'u', 'shakernya', 'langganan']",makasih seller ramah recomended seller tx u shakernya ya bisa buat langganan nih,13
Health,Stella Parfum'ist Smart Matic Caffe Latte,Jakarta Selatan,111011,4.9,3691,2099,5,"Sesuai pesanan, cepat proses kirim sdh sampai lgsg dipasang,Thanks seller",Positive,Happy,High,"['sesuai', 'pesanan', 'cepat', 'proses', 'kirim', 'lgsg', 'dipasang', 'thanks', 'seller']",sesuai pesanan cepat proses kirim sudah sampai lgsg dipasang thanks seller,11
Health,Stella Parfum'ist Smart Matic Caffe Latte,Jakarta Selatan,111011,4.9,3691,2099,5,"Barang sesuai dengan deskripsi, dan berfungsi dengan baik, paketnya dikirim dengan rapi. Terima kasih",Positive,Happy,High,"['barang', 'sesuai', 'deskripsi', 'berfungsi', 'paketnya', 'dikirim', 'rapi', 'terima', 'kasih']",barang sesuai dengan deskripsi dan berfungsi dengan baik paketnya dikirim dengan rapi terima kasih,14
Health,Stella Parfum'ist Smart Matic Caffe Latte,Jakarta Selatan,111011,4.9,3691,2099,5,Mantap pengiriman instan. Seller fast respon,Positive,Happy,High,"['mantap', 'pengiriman', 'instan', 'seller', 'fast', 'respon']",mantap pengiriman instan seller fast respon,6
Health,Stella Parfum'ist Smart Matic Caffe Latte,Jakarta Selatan,111011,4.9,3691,2099,5,"Berfungsi dengan baik, packing aman",Positive,Happy,High,"['berfungsi', 'packing', 'aman']",berfungsi dengan baik packing aman,5
Health,Stella Parfum'ist Smart Matic Caffe Latte,Jakarta Selatan,111011,4.9,3691,2099,5,bagus so far berfungsi dengan baik,Positive,Happy,High,"['bagus', 'so', 'far', 'berfungsi']",bagus so far berfungsi dengan baik,6
Health,Stella Parfum'ist Smart Matic Caffe Latte,Jakarta Selatan,111011,4.9,3691,2099,5,"barang sudah sampai dengan cepat, sesuai dengan deskripsi produk berfungsi dengan baik, packingnya rapih dan dibungkus dengan tebal recommended banget",Positive,Love,High,"['barang', 'cepat', 'sesuai', 'deskripsi', 'produk', 'berfungsi', 'packingnya', 'rapih', 'dibungkus', 'tebal', 'recommended', 'banget']",barang sudah sampai dengan cepat sesuai dengan deskripsi produk berfungsi dengan baik packingnya rapih dan dibungkus dengan tebal recommended banget,20
Health,Bayfresh Reed Diffuser Device Pengharum Ruangan Mint Eucalyptus - Reguler,Jakarta Selatan,52700,4.9,4635,2080,5,Packing bagus. Barang pesan sampai dgn cepat. Terima kasih banyak.,Positive,Happy,Medium,"['packing', 'bagus', 'barang', 'pesan', 'cepat', 'terima', 'kasih']",packing bagus barang pesan sampai dengan cepat terima kasih banyak,10
Health,Bayfresh Reed Diffuser Device Pengharum Ruangan Mint Eucalyptus - Reguler,Jakarta Selatan,52700,4.9,4635,2080,5,"Wanginya enak, respon seller n pengiriman cepat",Positive,Happy,Medium,"['wanginya', 'enak', 'respon', 'seller', 'n', 'pengiriman', 'cepat']",wanginya enak respon seller n pengiriman cepat,7
Health,Bayfresh Reed Diffuser Device Pengharum Ruangan Mint Eucalyptus - Reguler,Jakarta Selatan,52700,4.9,4635,2080,5,wanginya enak bangeettttt!,Positive,Love,Medium,"['wanginya', 'enak', 'bangeet']",wanginya enak bangeet,3
Health,Bayfresh Reed Diffuser Device Pengharum Ruangan Mint Eucalyptus - Reguler,Jakarta Selatan,52700,4.9,4635,2080,5,Puasss banget packing aman. barang diterima dengan selamat. thank you,Positive,Happy,Medium,"['puas', 'banget', 'packing', 'aman', 'barang', 'diterima', 'selamat', 'thank', 'you']",puas banget packing aman barang diterima dengan selamat thank you,10
Health,Bayfresh Reed Diffuser Device Pengharum Ruangan Mint Eucalyptus - Reguler,Jakarta Selatan,52700,4.9,4635,2080,5,puas barang cepat sampai dan sesuai yg di harapkan,Positive,Happy,Medium,"['puas', 'barang', 'cepat', 'sesuai', 'harapkan']",puas barang cepat sampai dan sesuai yang di harapkan,9
Health,Bayfresh Reed Diffuser Device Pengharum Ruangan Mint Eucalyptus - Reguler,Jakarta Selatan,52700,4.9,4635,2080,5,packing rapih aman makasih,Positive,Happy,Medium,"['packing', 'rapih', 'aman', 'makasih']",packing rapih aman makasih,4
Health,Zambuk Obat Luar 8 gr,Jakarta Timur,16000,4.9,6678,2077,5,mkkasih admin daper harga murah paketan sama cdr n redoxon,Positive,Happy,Low,"['mkkasih', 'admin', 'daper', 'harga', 'murah', 'paketan', 'cdr', 'n', 'redoxon']",mkkasih admin daper harga murah paketan sama cdr n redoxon,10
Health,Zambuk Obat Luar 8 gr,Jakarta Timur,16000,4.9,6678,2077,5,Pengiriman okay. Packing aman. Barang sesuai deskripsi.,Positive,Happy,Low,"['pengiriman', 'okay', 'packing', 'aman', 'barang', 'sesuai', 'deskripsi']",pengiriman okay packing aman barang sesuai deskripsi,7
Health,Zambuk Obat Luar 8 gr,Jakarta Timur,16000,4.9,6678,2077,5,Mantap sesuai pesanan trimakasih,Positive,Happy,Low,"['mantap', 'sesuai', 'pesanan', 'trimakasih']",mantap sesuai pesanan trimakasih,4
Health,Zambuk Obat Luar 8 gr,Jakarta Timur,16000,4.9,6678,2077,5,"pengiriman cepat bangeett, packing aman, walo dapet flash sale tapi expired masih lama ????",Positive,Love,Low,"['pengiriman', 'cepat', 'bangeett', 'packing', 'aman', 'walo', 'dapet', 'flash', 'sale', 'expired']",pengiriman cepat bangeett packing aman walo dapet flash sale tapi expired masih lama,13
Health,Zambuk Obat Luar 8 gr,Jakarta Timur,16000,4.9,6678,2077,5,"pesenan sesuai, packing paket aman seller baik, pengiriman cepat, recommended tksh seller",Positive,Love,Low,"['pesenan', 'sesuai', 'packing', 'paket', 'aman', 'seller', 'pengiriman', 'cepat', 'recommended', 'tksh', 'seller']",pesenan sesuai packing paket aman seller baik pengiriman cepat recommended tksh seller,12
Health,Zambuk Obat Luar 8 gr,Jakarta Timur,16000,4.9,6678,2077,5,Pesanan sudah diterima dengan baik. Terima kasih.,Positive,Happy,Low,"['pesanan', 'diterima', 'terima', 'kasih']",pesanan sudah diterima dengan baik terima kasih,7
Health,Tim Ayam Obat Herbal Komplit 12 macam,Jakarta Utara,30000,4.9,7474,1311,5,"Herbal lengkap dengan harga oke, sudah langganan. Ini foto kalo sudah saya masak jadi tim ayam obat",Positive,Happy,Low,"['herbal', 'lengkap', 'harga', 'ok', 'langganan', 'foto', 'masak', 'tim', 'ayam', 'obat']",herbal lengkap dengan harga ok sudah langganan ini foto kalau sudah saya masak jadi tim ayam obat,17
Health,Tim Ayam Obat Herbal Komplit 12 macam,Jakarta Utara,30000,4.9,7474,1311,5,puas bangat obat nya fres n cepet sampe paking ok tq,Positive,Happy,Low,"['puas', 'bangat', 'obat', 'fres', 'n', 'cepet', 'sampe', 'paking', 'ok', 'tq']",puas bangat obat nya fres n cepet sampe paking ok tq,11
Health,Tim Ayam Obat Herbal Komplit 12 macam,Jakarta Utara,30000,4.9,7474,1311,5,"mantapp rasanyaa, bakal repeat order",Positive,Love,Low,"['mantapp', 'rasanyaa', 'repeat', 'order']",mantapp rasanyaa bakal repeat order,5
Health,Tim Ayam Obat Herbal Komplit 12 macam,Jakarta Utara,30000,4.9,7474,1311,5,Bagussss.. Selalu repat order.,Positive,Love,Low,"['bagus', 'repat', 'order']",bagus selalu repat order,4
Health,Tim Ayam Obat Herbal Komplit 12 macam,Jakarta Utara,30000,4.9,7474,1311,5,"kesekian kalinya order disini, gingseng nya ckup membantu untuk menaikkan imun tubuh dalam kondisi saat ini, selain bisa digunakan untuk soup ayam ,bisa juga direbus dan diminum air rebusannya, thank you?????????????",Positive,Love,Low,"['kesekian', 'kalinya', 'order', 'gingseng', 'ckup', 'membantu', 'menaikkan', 'imun', 'tubuh', 'kondisi', 'soup', 'ayam', 'direbus', 'diminum', 'air', 'rebusannya', 'thank', 'you']",kesekian kalinya order disini gingseng nya ckup membantu untuk menaikkan imun tubuh dalam kondisi saat ini selain bisa digunakan untuk soup ayam bisa juga direbus dan diminum air rebusannya thank you,31
Health,Tim Ayam Obat Herbal Komplit 12 macam,Jakarta Utara,30000,4.9,7474,1311,5,Selalu terdepan. Response sangat cepat. Barang dikirim sangat cepat. Sukses selalu.,Positive,Happy,Low,"['terdepan', 'response', 'cepat', 'barang', 'dikirim', 'cepat', 'sukses']",selalu terdepan response sangat cepat barang dikirim sangat cepat sukses selalu,11
Health,Masker Evo PlusMed 4d Medis - Putih,Kota Bandung,135000,5.0,66000,13800,5,"Yeay dapet harga diskon, beli 2 box, sampai tepat waktu. Terima kasih",Positive,Happy,High,"['yeay', 'dapet', 'harga', 'diskon', 'beli', 'box', 'terima', 'kasih']",yeay dapet harga diskon beli box sampai tepat waktu terima kasih,11
Health,Masker Evo PlusMed 4d Medis - Putih,Kota Bandung,135000,5.0,66000,13800,5,Respon seller tepat waktu barang sesuai pesanan,Positive,Happy,High,"['respon', 'seller', 'barang', 'sesuai', 'pesanan']",respon seller tepat waktu barang sesuai pesanan,7
Health,Masker Evo PlusMed 4d Medis - Putih,Kota Bandung,135000,5.0,66000,13800,5,"Pengiriman cepat, barang sesuai pesanan, dan terbungkus dengan rapi ???????? Recomended",Positive,Love,High,"['pengiriman', 'cepat', 'barang', 'sesuai', 'pesanan', 'terbungkus', 'rapi', 'recomended']",pengiriman cepat barang sesuai pesanan dan terbungkus dengan rapi recomended,10
Health,Masker Evo PlusMed 4d Medis - Putih,Kota Bandung,135000,5.0,66000,13800,5,"produk original, packing aman jadi kardus engga penyok, mantabs lah",Positive,Happy,High,"['produk', 'original', 'packing', 'aman', 'kardus', 'engga', 'penyok', 'mantabs']",produk original packing aman jadi kardus engga penyok mantabs lah,10
Health,Masker Evo PlusMed 4d Medis - Putih,Kota Bandung,135000,5.0,66000,13800,5,pengiriman aman dan lmyn cepat.. barang diterima jg bagus,Positive,Happy,High,"['pengiriman', 'aman', 'lmyn', 'cepat', 'barang', 'diterima', 'bagus']",pengiriman aman dan lmyn cepat barang diterima juga bagus,9
Health,Masker Evo PlusMed 4d Medis - Putih,Kota Bandung,135000,5.0,66000,13800,5,masker terfavorit ga bikin uap dikacamata dan sangat nyaman dipakai. harga oke banget sekarang. Mantap,Positive,Love,High,"['masker', 'terfavorit', 'tidak', 'bikin', 'uap', 'dikacamata', 'nyaman', 'dipakai', 'harga', 'ok', 'banget', 'mantap']",masker terfavorit tidak bikin uap dikacamata dan sangat nyaman dipakai harga ok banget sekarang mantap,15
Health,Sensi Convex Mask 4 ply Earloop / Masker Sensi 4ply - Putih,Jakarta Barat,141000,5.0,6126,1259,5,barang diterima dgn kondisi baik. produknya bagus. cocok. dan sudah bbrp kali beli.,Positive,Happy,High,"['barang', 'diterima', 'kondisi', 'produknya', 'bagus', 'cocok', 'bbrp', 'kali', 'beli']",barang diterima dengan kondisi baik produknya bagus cocok dan sudah bbrp kali beli,13
